BRAND,VERTICAL,WEBSITE,AD_LIBRARY_URL,ACTIVE_ADS_COUNT,AD_SCALE_EVIDENCE,LANDING_PAGE_TYPE,PRODUCTS_OFFERED,HERO_FORMULATION,GENERIC_OR_COMPOUNDED,PRICING_AS_LISTED,EFFECTIVE_PRICE_PER_MONTH,INTRO_OR_TRIAL_OFFER,DISCOUNTS_AND_BUMPS,GUARANTEE,CONSULT_FEE,PRIMARY_ANGLE,CTA_WORDING,CRO_ELEMENTS,FUNNEL_MODEL,SUBSCRIPTION_STRUCTURE,COMPANY_SCALE,VERDICT_NOTES,SOURCE_AND_DATE
Smarter Rx,NO SUCH DTC TELEHEALTH BRAND FOUND,UNVERIFIED - smarterrx.com does not resolve (DNS ERR_NAME_NOT_RESOLVED),https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=smarter%20rx&search_type=keyword_unordered,"262 unordered, but 0 on exact phrase","Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. The exact-phrase query returned ZERO active ads on 2026-08-14, consistent with no such advertiser existing. The 262 unordered result is noise from unrelated ads containing the words 'smarter' and 'rx'.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNVERIFIED - no company identified.,"ACTION NEEDED BEFORE THIS SHEET SHIPS. Extensive search across 'Smarter Rx', 'SmarterRx', 'getsmarterrx' and domain guesses found no DTC ED/men's-health telehealth brand under this name; the name maps instead to prescription discount-card services (smarterrxcard.com, getsmartrx.com), a different business entirely. Two independent signals agree: no resolving domain, and zero exact-phrase ads. Ask whoever supplied the brand list to confirm the intended name - a spot-check of this row will otherwise fail, and I would rather hand over an empty row than invent a competitor.",DNS lookup of smarterrx.com (does not resolve) ; https://smarterrxcard.com (different business) ; Meta Ad Library URL in column D - checked 2026-08-14
WowMD,"NOT TELEHEALTH - over-the-counter dietary supplements only (anti-aging, brain, energy, immunity, joint, mood, women's health)",https://www.wowmd.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=wowmd&search_type=keyword_unordered,0,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. Zero active US ads on 2026-08-14 for both 'wowmd' and the exact phrase 'wow md' - checked two ways, so the zero is real rather than a query artifact.","Standard Shopify ecommerce (homepage/collection/PDP). Optional non-gating product-recommendation quiz. No consult, no Rx gate.",~200 OTC supplements across 15 categories. Featured: Sea Essence Omega 3 Fish Oil $37.00; Testosterone Support supplement $49.00.,"N/A - these are OTC dietary supplements, not pharmaceuticals. No mg-strength Rx formulation applies.",N/A - neither compounded nor generic nor brand-name Rx. OTC supplements.,Individual products $33-$89. Bundle example: 'All-Day Fat Burn Trio' $114.75 (from $135). Free US shipping over $60.,$33-$89 per product one-time; up to 30% off with Subscribe & Save.,'SUBSCRIBE & SAVE UP TO 30%'; 'FREE U.S. SHIPPING ON ORDERS OVER $60'.,Subscribe & Save up to 30% is the main mechanism. No checkout bump captured.,"'60-DAY MONEY-BACK GUARANTEE' - the strongest and clearest guarantee in this entire set, and it is a supplement brand, not an Rx brand.",$0 - no consult exists. This is a straight retail purchase.,"Wellness and longevity via supplements, sold on reviews and guarantee rather than clinical authority.","'View product', 'Add to wishlist', 'Shop All Products', 'TAKE THE QUIZ'","Homepage aggregate '4.7 out of 5 stars from 50K+ reviews' with per-product ratings 4.5-5.0 (486-1,227 reviews each); 'Verified Buyer' checkmarks; press logos (Yahoo, Healthline, GB News, Real Simple, First for Women, AOL). NOTE an internal inconsistency: the reviews page frames the same base as '50,000+ verified 5-star reviews' while the homepage says 4.7/5.","Straight ecommerce: browse -> cart -> checkout. No Rx, no consult, no state restrictions.","Optional Subscribe & Save, standard ecommerce. Cancellation terms UNVERIFIED.","Private, no disclosed revenue, funding or customer count - UNVERIFIED. claims: 50,000+ reviews.","FLAG FOR THE PARTNER: WowMD does not belong in an Rx comp set - it sells no prescription product and has no medical consult, so it cannot be benchmarked on per-dose price, consult fee, or compounding. It is useful for exactly one reason: its 60-day money-back guarantee shows what risk reversal looks like when a brand is legally free to offer one, which is precisely what the Rx brands in this set avoid.",https://www.wowmd.com/ ; https://www.wowmd.com/pages/get-started ; https://www.wowmd.com/pages/reviews ; Meta Ad Library URL in column D - retrieved 2026-08-14
The PCOS Doctor,"PCOS / facial hair (advertiser, destination unverified)",UNVERIFIED,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hirsutism&search_type=keyword_unordered,13 (rendered subset),"13 of 58 rendered cards on ""hirsutism"" (~62 total active US); also 4 cards on ""facial hair women"" and 2 on ""chin hair"". Second-largest advertiser on the clinical keyword.",UNVERIFIED,UNVERIFIED - practitioner-persona ad account,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"Practitioner-authority persona (""doctor"" framing) applied to PCOS symptom content",UNVERIFIED,Authority/persona-led creative,UNVERIFIED,UNVERIFIED,UNVERIFIED,"AD-LIBRARY VERIFIED ADVERTISER, DESTINATION NOT VERIFIED. Deliberately not linked to any brand - search suggested an OvaFit/Tallene connection but that link is UNPROVEN and is not asserted here. The signal that matters: the doctor-persona angle is being bought hard on this keyword.",Meta Ad Library https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hirsutism&search_type=keyword_unordered 2026-08-14
Theralogix (Ovasitol),PCOS supplement (clinical/practitioner channel),theralogix.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=PCOS%20hair&search_type=keyword_unordered,UNVERIFIED at keyword level,"Not isolated in the rendered subset of the ""PCOS hair"" sweep (~2,200 total, broad). Practitioner-referral rather than paid-social led.",Product page,Ovasitol Inositol Powder,Myo-inositol + D-chiro-inositol 40:1,Non-Rx supplement,"$73.68 (reduced from $86.68), 90-day supply",$24.56/mo ($73.68 over 90 days),None,Practitioner referral codes (TRC program),None published on product page,None (no Rx),"Clinically-referenced hormone, insulin and ovarian support. NOTABLE: does not claim hair benefits at all","""Add to Cart""",Clinical/practitioner credibility; no reviews or ratings on page; no urgency devices,Practitioner referral -> DTC purchase,Autoship not shown on this page,Established practitioner-channel supplement brand,THE CLINICAL BASELINE AT $24.56/MO AND THE ONLY BRAND HONEST ENOUGH NOT TO CLAIM A HAIR BENEFIT. That restraint is the tell: the most clinically credible inositol seller in the market will not say inositol fixes facial hair. Every competitor row above that does say it is overreaching.,https://www.theralogix.com/products/ovasitol-inositol-powder 2026-08-14
OvaFit,PCOS supplement (creator-led),ovafit.org,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=PCOS%20hair&search_type=keyword_unordered,UNVERIFIED at keyword level,Not isolated in rendered subsets. Audience-led (podcast/app) rather than keyword-led.,DTC storefront + app membership,Inositol Complete 40:1 $37; Metabolism Plus $49; T. Relief Tea $27; Berberine Advanced $69; Crave Control Protein $79; Hormone Balance Bundle $119; Cysterhood App $29+/mo; PCOS Daily Ritual Bundle $99/mo,Myo/D-chiro inositol 40:1,Non-Rx supplement,"Inositol Complete $37 (Subscribe & Save $31, 90-day interval); PCOS Daily Ritual Bundle $99/month; Cysterhood App from $29/month",$99/mo for the Daily Ritual Bundle; $29+/mo for the app alone; ~$10-12/mo for inositol alone on the 90-day subscription,None published,Subscribe & Save on inositol; bundle pricing,"90-day money back guarantee; ""Update or cancel anytime""",None (no Rx),"Founder-dietitian with PCOS (Tallene) plus trainer husband; community-first. Lists ""Reduce facial hair"" as a benefit but never names hirsutism","""START MY DAILY RITUAL"" / ""Shop Now""","claims: 10,000+ PCOS women, 3M+ social followers, 500,000+ women helped; Verified Customer testimonials; app-plus-supplement recurring stack; 90-day guarantee",Podcast/app audience -> supplement subscription,Monthly bundle subscription $99/mo; app membership $29+/mo; 90-day inositol autoship,"claims: 3M+ social following, 70,000+ orders","THE AUDIENCE-FIRST MODEL: content and community acquire, supplements and a $29/mo app monetize. At $99/mo the Daily Ritual Bundle sits at the very top of our thesis band, sold on trust rather than mechanism. Hardest competitor to outspend, easiest to out-specify - they will not name the condition.",https://ovafit.org/ 2026-08-14
Black Girl Vitamins,PCOS supplement (facial hair claim),blackgirlvitamins.co,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=facial%20hair%20women&search_type=keyword_unordered,22 (rendered subset),"SECOND-LARGEST ADVERTISER on ""facial hair women"": 22 of 90 rendered cards (~3,900 total, broad keyword) plus 12 of 98 on ""chin hair"". Dedicated BLACKGIRLVITAMINS.CO destination cards.",DTC product page,PCOS RELIEF,Myo-inositol + D-chiro-inositol + zinc + vitamin D,Non-Rx supplement,$38.00 one-time (1-month supply); $65.00 for 2 months; $98.00 for 3 months; subscription $26.60/mo (30% off),$26.60/mo on subscription; $38.00/mo one-time,None; subscription discount is the offer,Subscribe and save 30%; multi-month supply discounts,No money-back guarantee published,None (no Rx),"Culturally-specific PCOS support for Black women; targets ""excess facial or body hair (hirsutism)"" alongside cycle, acne and weight","""Add to cart"" (ad CTA: ""Start Your Journey / Get Black Girl Vitamins / Shop Now"")","4.6/5 from 2,504 reviews; claims: 88.1% of users reporting cycle improvements saw positive results; testimonial quotes naming facial hair; multi-month price ladder",Ad -> product page -> subscription,Monthly subscription at 30% off,Established DTC supplement brand,"PROVES THE IDENTITY ANGLE OUTPULLS THE INGREDIENT ANGLE. Same inositol as everyone else, but it wins on cultural specificity and is buying our keywords at real volume. No guarantee at all despite 2,504 reviews - a gap we can take.",https://blackgirlvitamins.co/products/pcos-relief + Meta Ad Library 2026-08-14
Nourished Natural Health,PCOS supplement (hirsutism-specific),nourishednaturalhealth.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hirsutism&search_type=keyword_unordered,"1 (rendered subset, quiz destination)","Quiz destination card (quiz.nourishednaturalhealth.com) observed in the ""hirsutism"" sweep (~62 total active US).",Quiz-first funnel -> product bundle page,Unwanted Hair & Skin Balance Bundle (AndroEase Plus + Cycle Regulate/Ovulate); AndroEase Plus from $38; GlucoEase from $34; FloFit Protein from $59,Myo-inositol plus natural anti-androgen/DHT botanicals,Non-Rx supplement,Hirsutism bundle: $106.00 one-time; $84.80/mo on 1-month subscription (20% off refills); $222.60 first order then $79.50/quarter on 3-month (25% off refills),$84.80/mo (1-month subscription) or $26.50/mo equivalent on the 3-month plan at $79.50/quarter,Quiz-driven personalized recommendation; WELCOME15 for 15% off first order,Subscribe and save up to 33%; bundle saves up to 25% vs separate; free shipping over $99,"101-Day Results Commitment - refund requires 60 consecutive days of consistent use inside the 101-day window (conditional, like Musely's)",None (no Rx),"Root-cause androgen framing: ""support balanced androgens and help you feel confident in your body again""; founder Tam Woods, Clinical Nutritionist and author of PCOS Repair Protocol","""Take Our 2-Min Quiz"" / ""Click to get your personalized recommendation and tips"" / ""Add to Cart - $222.60""",4.6/5 from 323 reviews on the bundle; claims: over 5 million doses delivered; 4.8/5 site rating; founder-authority story; before/after imagery; quiz personalization,Quiz -> personalized bundle -> subscription,"Monthly and quarterly subscriptions, 20-25% off refills",claims: 5M+ doses delivered,"THE CLOSEST STRATEGIC ANALOGUE OUTSIDE RX AND THE MOST DANGEROUS ROW HERE. It has a hirsutism-named SKU, a quiz funnel, a founder story, and a subscription - the exact architecture we plan - at $84.80/mo. Its guarantee is conditional (60 consecutive days), which is the same punitive pattern as Musely and the same place to attack.",https://nourishednaturalhealth.com/products/unwanted-hair-hirsutism-supplement-bundle 2026-08-14
Health & Balance Vitamins (H&B),PCOS supplement (spearmint anti-androgen),handbvitamins.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hirsutism&search_type=keyword_unordered,1 (rendered subset),"Appears in the ""hirsutism"" sweep (~62 total active US) via the ""Drew Baird the PCOS Mentor"" persona account with a WWW.HANDBVITAMINS.COM destination card.",DTC product page,PCOS Skin & Hair Essentials,Spearmint-led anti-androgen formula,Non-Rx supplement,$79.95 (30 servings); $149.45 (60 servings); $199.99 (90 servings),$79.95/mo one-time; $71.96/mo on Subscribe & Save; $66.66/mo on the 90-serving size,None,"Subscribe & Save 10%, intervals of 30/60/90 days",No money-back guarantee published,None (no Rx),Spearmint reduces androgen activity; page cites the spearmint-tea-in-hirsutism study by title but stops short of naming hirsutism as an indication,"""Add to cart"" (ad CTA: ""Shop now"")","Study-citation credibility play; persona-led ad creative (""the PCOS Mentor""); NO reviews or ratings displayed on the product page",Persona ad -> product page,"Subscribe & Save at 10%, 30/60/90-day intervals",Small DTC supplement brand,"MOST EXPENSIVE SUPPLEMENT IN THE SET AT ~$80/MO WITH ZERO REVIEWS AND ZERO GUARANTEE. It leans on a cited study instead of proof. If a spearmint powder can hold $80/mo, price is not this buyer's real objection - belief is.",https://handbvitamins.com/products/skin-hair-support + Meta Ad Library 2026-08-14
"Electrolysis (category, national)",Permanent hair removal service,Independent operators nationwide,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hirsutism&search_type=keyword_unordered,2+ (rendered subset),"Premier Electrolysis of Houston and PEACH FUZZ LASER Studio (3 cards) both appear in the ""hirsutism"" sweep (~62 total active US). Independent operators buy this keyword; no national electrolysis chain exists.",Local site -> phone/DM booking,Electrolysis by the hour or by session,Galvanic/thermolysis needle epilation,n/a - service,"$30-$50 per 15-min session; $60-$90 per 30 min; $100-$150 per 60 min; $50-$150/hour nationally ($120-$200/hr in NYC/LA/Chicago); full course $1,500-$5,000","$83-$417/mo ($1,500 over 18 months to $5,000 over 12 months)","Common local intro discounts (e.g. Peach Fuzz Laser: ""GET 20% OFF YOUR FIRST SESSION!"")",Package of 6-12 sessions saves 15-20%,None standard,n/a,The only FDA-recognized permanent hair removal; works on light and fine hair where laser and IPL fail,"""BOOK YOUR SPOT!"" / phone or DM booking","Local trust; before/after galleries; installment plans at some studios (e.g. Peach Fuzz Laser: auto monthly charges, $10 late fee, sessions expire in one year, non-refundable after first session, auto-renewing)",Local ad -> call/DM -> in-chair sessions,Installment plans at some studios,Fragmented independents,"THE MOST EFFECTIVE OPTION AND THE MOST PAINFUL TO BUY: 12-18 months of appointments at $83-$417/mo. This is the ceiling our buyer is measured against, and the punitive installment terms (sessions expire, non-refundable, auto-renew) are exactly the fine print she has been burned by.",costhelper.com + thervo.com + https://www.peachfuzzlaser.com/ + https://www.premierelectrolysis.com/ + Meta Ad Library 2026-08-14
Agency (withagency.com),Personalized Rx anti-aging skincare,withagency.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=withagency.com&search_type=keyword_exact_phrase,~6,Meta Ad Library exact-phrase query on the brand domain returned ~6 active US ads on 2026-08-14 with an 'Agency' page as top advertiser; creatives launched July 2026. Very low paid volume,Trial-first landing page with a skin quiz,"Future Formula (wrinkles, fine lines, texture, firmness), Dark Spot Formula (dark spots, melasma, sun spots), Eye Formula (wrinkles, dark circles, firmness)","Personalized Rx blends drawn from tretinoin, azelaic acid, tranexamic acid and niacinamide; strengths are set by the provider per patient rather than published",Compounded,"Future Formula $80 every 2 months with shipping included; Dark Spot plus Future Formula bundle $130 every 2 months, marketed as saving $10 per month",$40/month for the single formula; $65/month for the two-formula bundle,A trial is promoted as 'Start your trial' but the trial price is not disclosed before the quiz,Two-formula bundle framed as a $10/month saving; refills ship every 2 months,None stated,Not disclosed; the page says only 'Subject to consultation',"Prescription formulas that adapt as your skin evolves, personalized by a dermatology provider",Start your trial / Start skin quiz,"Vegan, cruelty-free, unscented and paraben-free product attributes; 'Cancel anytime' risk reversal. No star ratings, no review counts, no before/after imagery and no comparison tables, which is unusually thin",Landing page to skin quiz to Rx subscription,"Subscription billed every 2 months, the same cadence Musely uses",UNVERIFIED,"THE PRICING-ARCHITECTURE MATCH. They bill $80 every 2 months and communicate it as $40/month, the identical advertised-versus-actual structure Musely uses. This 2-month billing cycle is the segment norm for compounded topicals, which means a $99 single-month price will look expensive on the shelf unless we present a multi-month equivalent.","https://withagency.com/ + Meta Ad Library, verified 2026-08-14"
Curology,Personalized Rx skincare,curology.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Curology&search_type=keyword_exact_phrase,~63 (measured 2026-08-14),Meta Ad Library exact-phrase query returned ~63 active US ads on 2026-08-14 with the Curology page as top advertiser; visible creatives launched in July 2026 | agent-reported: ~63 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Curology&search_type=keyword_unordered&media_type=all,Quiz-first funnel,"Custom Formula Rx (acne, rosacea, dark spots), DayPrime Rx, HydroTret Rx, Body Cleanse Rx, Hair Formula Rx, plus non-Rx cleansers, moisturizers, serums and SPF from $12 to $35",Custom compounded Rx formula; ingredients are personalized per patient and not published as fixed percentages,Compounded,First box $5.45 shipping and handling only for a 30-day trial; the ongoing subscription price is not disclosed publicly,UNVERIFIED for the ongoing price; the entry price is effectively $5.45 for month one,"Free 30-day first box for new subscribers, pay $5.45 S&H, requires a medical consultation",Retail add-on products from $12 to $35 cross-sold alongside the Rx formula,"No money-back guarantee. Instead they offer unlimited provider messaging and free reformulation, described as 'adjust ingredients or prescribe new formulas as goals change'",Included in the trial and not separately itemized,Personalization and provider access; a custom formula rather than an off-the-shelf product,Get your formula,"'1M+ patients treated'; '5K+ 5-star reviews' dated 12/03/2021 on the page itself, which is a stale trust signal; efficacy stats '89% report effective' among 856 subscribers at 3+ months and '90.5% of patients saw improvement in acne at 3 weeks'; 'Start in minutes'",Quiz to Rx to subscription box,Monthly subscription after the 30-day trial box,"Reported annual revenue around $168.6M (2026 estimate). Note one third-party tracker shows curology.com online-store sales of $23.5M in 2025, down over 50% year over year",THE TRIAL-OFFER TEMPLATE WORTH COPYING. $5.45 shipping-only for a 30-day supply is the lowest-friction entry mechanic in the segment and is how they reached 1M+ patients. They do not touch hirsutism. Their 2021-dated review badge shows even large brands let social proof rot.,"https://curology.com/ + https://incfact.com/company/curology-sandiego-ca/ + Meta Ad Library, verified 2026-08-14"
Dermatica,Personalized Rx skincare (US and UK),dermatica.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Dermatica&search_type=keyword_exact_phrase,~12,Meta Ad Library exact-phrase query returned ~12 active US ads on 2026-08-14 with the Dermatica page (facebook.com/dermatica.skin) as top advertiser; creatives launched July and August 2026. Low US ad volume relative to their UK presence,Free-trial-first landing page,"Personalized prescription formulas for acne, aging, hyperpigmentation, melasma, rosacea, acne scars and weight-loss skin support, plus routine essentials such as cleansers, serums, moisturizers and SPF","Personalized Rx actives blended into a 'SmartBase' cream containing hyaluronic acid, ceramides, glycerin and panthenol",Compounded,"28-day free trial for a $4.99 prescribing fee, against a stated regular prescribing fee of $29.95; refills ship every 56 days",$4.99 for month one; the ongoing per-month price is UNVERIFIED,"28-day free trial, cancel easily anytime, just pay a $4.99 prescribing fee, roughly an 83% discount off the stated $29.95 regular prescribing fee",Routine-essentials cross-sell alongside the Rx formula,None stated,"$4.99 prescribing fee, bundled into the trial offer",Free trial and low-friction entry to personalized prescription skincare,Start your free trial / Start consultation,Google 4.7/5 from 317 reviews and Facebook 4.9/5 from 784 reviews shown side by side; a crossed-out $29.95 anchor against the $4.99 trial price; the 56-day refill cadence stated up front,Free trial to consultation to subscription,"Subscription with shipments every 56 days, a 2-month cadence",UNVERIFIED,"THE DISCOUNT-ANCHOR TEMPLATE. Showing $29.95 struck through against $4.99 is the cleanest price-anchor mechanic in the segment, and it is applied to the consult fee rather than the product, which protects product margin entirely. Directly copyable to our medical fee. They do not touch hirsutism.","https://dermatica.com/ + Meta Ad Library, verified 2026-08-14"
Twentyeight Health,Reproductive health telehealth (equity-focused),twentyeighthealth.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Twentyeight%20Health&search_type=keyword_exact_phrase,~2,"Meta Ad Library exact-phrase query returned ~2 active US ads on 2026-08-14 with the Twentyeight Health page as top advertiser and a creative running since May 2026. Note the looser keyword_unordered query returned ~1,000 results dominated by unrelated advertisers, so that number is meaningless",Subscription plan page with a virtual visit intake,"Birth control (pill, patch, ring, shot), emergency contraception, herpes treatment, skin care, weight management, UTI and vaginal health, plus OTC products",No hirsutism or facial hair product,Generic,Complete Care plan at $19.99/month; as low as $16/mo without insurance; $0 prescriptions with insurance; free shipping,$19.99/month,None,"Membership includes unlimited provider messaging, free shipping, annual renewal evaluations, one free OTC product yearly and 20% off additional OTC products",None stated,Included in the $19.99/month subscription,"Affordable reproductive care for everyone, including Medicaid patients",Get Started / Start My Virtual Visit Today,"Media logos from Forbes, Business Insider, Fast Company and Shape used in place of reviews; insurance and Medicaid acceptance; a 'Get Care Now' promise of local pharmacy pickup in 4-6 hours. No star ratings or review counts",Virtual visit to subscription,$19.99/month membership,Donates 1% of revenues to the National Institute for Reproductive Health. Patient counts and funding UNVERIFIED,"LOW PRICE FLOOR AND LOW AD SPEND. At $19.99/month all-in they set the cheapest recurring price in the women's telehealth set, but with only ~2 active ads they are not competing for paid attention. Their 4-6 hour local pharmacy pickup is the strongest speed promise found anywhere in this research and is worth borrowing as a framing device even though a compounded cream cannot match it.","https://www.twentyeighthealth.com/ + Meta Ad Library, verified 2026-08-14"
"Existing rosacea Rx telehealth supply (RedBox Rx, Sesame, Musely, Apostrophe, Miiskin, DoctorDerm RedFixRX)",Rosacea / facial redness,redboxrx.com; sesamecare.com; musely.com; apostrophe.com; miiskin.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=rosacea%20treatment&search_type=keyword_unordered,0 visible on rosacea keywords,"None of these brands appeared among the visible advertisers on either the 'rosacea treatment' (~800 active) or 'rosacea' (~3,100 active) sweeps on 2026-08-14, despite all of them selling a rosacea SKU. Musely advertises heavily, but on pigmentation terms ('melasma', 'dark spots cream'), not rosacea.",Condition sub-pages inside broad multi-condition platforms,Rosacea creams and oral meds as one SKU among dozens,,Mostly generic; Musely and DoctorDerm RedFixRX offer compounded,"claims:RedBox Rx rosacea medications from $16/mo with a $25 online consult (UNVERIFIED - the RedBox Rx page truncated on fetch and the numbers come from search-result summaries, not the live page). claims:Sesame Skincare Rx $59/mo including video consults, messaging and prescriptions (UNVERIFIED, same reason).",$16-$59 (UNVERIFIED),,,,claims:$25 RedBox Rx; included at Sesame (both UNVERIFIED),"Rosacea as a checkbox in a broad catalogue, not as a brand",,,Platform quiz -> Rx,,,"CRITICAL NUANCE THAT CORRECTS THE OBVIOUS READ. Rosacea supply is NOT a vacuum - at least six platforms already sell it. What does not exist is a rosacea BRAND doing demand generation: zero of them buy paid social on rosacea terms, all treat it as a low-priced catalogue item ($16-$59/mo), and none run a compounded hero SKU with a prepay ladder. So the opening is not 'nobody sells this', it is 'nobody markets this'. Prices in this row are search-summary derived and MUST be re-verified on the live pages before anyone quotes them to a partner.",Meta Ad Library 2026-08-14 + web search 2026-08-14 (pricing UNVERIFIED - redboxrx.com page truncated on fetch)
KEYWORD SWEEP: 'rosacea treatment',Rosacea / facial redness,n/a,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=rosacea%20treatment&search_type=keyword_unordered,~800,"~800 active US results on 2026-08-14. Every visible advertiser was either a local med spa / dermatology practice (Pittsburgh Center for Plastic Surgery, Meridian Med Spa Jacksonville, Complexions Dermatology Greensboro, Frontier Dermatology, Dolce Medical Spa, Plastic Surgery Group of Atlanta, Renaissance Medispa, NYLO Aesthetics, Salus Clinic Aerolase, Rohrer Aesthetic), an individual physician (Dr. Samantha Ellis MD), or a cosmetic skincare brand (Face Reality, Good Molecules, ZO Skin Health, Organic Herbal Face Food). NOT ONE national DTC compounded-Rx telehealth brand appeared.",Local clinic lead forms and cosmetic product pages,,,Local in-clinic procedures and OTC cosmetics,,,,,,,Demand proof + white space,,,,,,"STRONGEST UNCLAIMED VERTICAL IN THIS DATASET. Real, funded demand (~800 active ads on the treatment-intent term, ~3,100 on the broad 'rosacea' term) being served almost entirely by geographically-limited clinics charging in-person prices and by cosmetics that cannot make a treatment claim. No 'Hims for rosacea' exists. Same structural vacuum Vuret walked into for toe fungus and Twofold walked into for sweating.",Meta Ad Library 2026-08-14
KEYWORD SWEEP: 'rosacea' (broad),Rosacea / facial redness,n/a,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=rosacea&search_type=keyword_unordered,"~3,100","~3,100 active US results on 2026-08-14. Visible field is cosmetic skincare and supplements (Based Supplies 4, EltaMD Skin Care 2, Beauty By Earth 2, Prequel Skin 2, Phoera, Marin Skincare, Doctor Rogers, FarmHouse Fresh) plus 'Rosacea Care' (1) and individual derms. No compounded-Rx telehealth brand visible.",,,,Predominantly OTC cosmetic,,,,,,,Demand proof,,,,,,"Broad rosacea demand is ~4x the treatment-intent term and is being monetised almost entirely by cosmetics. Confirms the gap found on 'rosacea treatment' is a category-wide vacuum, not a quirk of one keyword.",Meta Ad Library 2026-08-14
Dr. B,Rosacea / multi-condition telehealth,drb.ai,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Dr.%20B&search_type=keyword_unordered,UNVERIFIED,"UNVERIFIED at brand level - 'Dr. B' is too generic a keyword to isolate in the Ad Library. Dr. B did not appear among visible advertisers on the 'rosacea treatment' (~800) or 'rosacea' (~3,100) sweeps on 2026-08-14.",Condition landing page -> AI intake,Consult only; prescription sent to the patient's chosen pharmacy,"Standard generics - metronidazole, azelaic acid","Generic (no compounding, no fulfillment)","$19 consult, no membership required. Medication paid separately at the pharmacy: metronidazole from $23.38 at Costco, azelaic acid from $30.11.","~$42-49 first month (consult + med), then med cost only",None,None. Offers discount-card assistance instead.,None stated,$19,"Cheapest legitimate route to a real prescription; no subscription, no membership",'Get started'; 'See if rosacea treatment is right for me',"Price-led headline ($19), 'no membership required' friction-remover",AI intake -> provider review -> e-Rx to patient's own pharmacy,One-time. Refill-assessment reminders only.,UNVERIFIED,"THE PRICE FLOOR, AND THE MOST IMPORTANT CONSTRAINT ON ANY ROSACEA PLAY. Because it never touches fulfillment it can sell the consult at $19 - but for the same reason it earns no product margin and cannot fund paid acquisition, which is exactly why it is invisible in the Ad Library. Our defence is that a compounded multi-active hero SKU is not available at any pharmacy, so the $23 generic is not a like-for-like substitute.",https://drb.ai/care/dermatology/rosacea 2026-08-14
